Country,Place Name,Category,Neighbourhood / City,Description / Notes,Tags,Day,Lat,Lng
Korea,AREX Train — Incheon to Seoul,Transport,Incheon,"Two trains from airport: Express (43 min, ₩11,000, Seoul Station only) vs All-Stop (66 min, ₩4,950, stops at Hongdae). Most solo travelers should take the All-Stop to Hongdae.",,Day 1,37.4562,126.7052
Korea,Abijou Hongdae Branch,Skincare,Hongdae,Less crowded than Myeongdong branch; less personal but still good service,hongdae,Day 3-4,37.5559,126.9231
Korea,Abijou Myeongdong Branch (명동점),Skincare,Myeongdong,Affordable skin clinic; great for foreigners; busy but personal care; also has Hongdae branch,,Day 2,37.5631,126.9858
Korea,Amor Napoli (아모르나폴리),Food,Seoul,Fire-baked salt bread (화덕 소금빵); crispy outside chewy inside; wood-fired,,Flexible,37.5665,126.978
Korea,Apgujeong (압구정),Neighbourhood,Seoul,Worksout streetwear store located here (mentioned in comments),,Day 7-8,37.527,127.0286
Korea,Archive PKE,Shopping,Shinsegae Gangnam 5F,Street casual Korean brand,gangnam,Day 7-8,37.4979,127.0276
Korea,Avekcheri,Food,Seoul,Trending café. @avekcheri,,Day 3-4,37.5665,126.978
Korea,Beaker Seongsu Flagship Store,Shopping,Seongsu,Multi-brand select shop,seongsu,Day 5-6,37.5447,127.0558
Korea,Beglowny,Shopping,Shinsegae Gangnam 5F,Romantic and stylish — popular with young Koreans,gangnam,Day 7-8,37.4979,127.0276
Korea,Belief Coffee Roasters (빌리프커피로스터스),Food,Seoul,Apple cream bread — sells out instantly; pastry with custard cream and crunchy apple; check baking times before visiting,,Flexible,37.5665,126.978
Korea,Bibiang Fragrances (비비앙),Shopping,Seoul,"Korean niche fragrance brand. Flagship carries Colline, Gureum, and Rondo24 — Rondo24 specifically called a repeat-buy. @bibiang_official.",,Day 5-6,37.5665,126.978
Korea,Bijeonstrol Yeonhui Roastery (비전스트롤 연희로스터리),Food,Yeonhui Seoul,Seasonal toast with butter and jam; coffee pairing,,Flexible,37.568,126.922
Korea,Blue Elephant Seongsu Flagship,Shopping,Seongsu,Flagship concept space,seongsu,Day 5-6,37.5447,127.0558
Korea,Body + Color Analysis Korea,Skincare,Seoul,"Highly recommended experience — tells you exact body/color type and what styles, collar shapes, suit jacket vents suit you. Results can change over time with complexion. Book via Korean clinics or sty",,Day 7-8,37.5665,126.978
Korea,Brownyard,Shopping,Shinsegae Gangnam 8F,Between basic and trendy; comfy everyday items,gangnam,Day 7-8,37.4979,127.0276
Korea,Busan (부산),DayTrip,South Gyeongsang,Days 13–15 on 2-week Korea itinerary; seaside city; markets; beaches; parks,busan,Day 10-11,35.1796,129.0756
Korea,Busan — Hwangnyeong-san Lookout,DayTrip,Busan,"Hwangnyeongsan Beacon (황령산 봉수대) — grab an Uber most of the way up, then a short walk to the lookout. Book Uber 10-15 mins before you want to leave. Best single thing to do in Busan.",busan,Flexible,35.141,129.0498
Korea,Cat & F (캣앤에프),Food,Seoul,Corn-shaped corn salt bread; Gangwon corn cream filling,,Flexible,37.5665,126.978
Korea,Central Park Hotel Songdo,Accommodation,Incheon Songdo,'SO PEAK and cheap' for Incheon/Songdo visits. @central_park_hotel_songdo. Great if visiting Songdo as a day trip or arriving/departing from Incheon.,,Day 1,37.3832,126.6568
Korea,Cheongnyangni Market (청량리역 시장),Food,Cheongnyangni Seoul,Packed with Koreans of all ages — zero tourist energy. Caption deliberately vague (doesn't even name it). DM @cutthelandline 'seoul eats' for exact address.,,Day 9,37.58,127.0472
Korea,Chester Travel Chingu — Custom Itinerary,Culture,Seoul,Personalised Seoul itinerary planning service — good option if you want a guide tailored to past trips rather than a generic list.,,Flexible,37.5665,126.978
Korea,Chungmuro Neighbourhood Tip,Neighbourhood,Chungmuro Seoul,@dianainseoul recommends staying in Chungmuro — between Myeongdong and Dongdaemun on lines 3/4. Bustling but non-tourist. Good transit hub for both sides of the city.,,Day 1-2,37.5607,126.9943
Korea,Citybreeze Seoul Flagship,Shopping,Hannam,Seoul lifestyle concept store,hannam,Day 5-6,37.534,126.994
Korea,Customellow Seongsu Prints,Shopping,Seongsu,Custom prints concept store,seongsu,Day 5-6,37.5447,127.0558
Korea,DNA Skin Clinic (@dnaskin12 / @dnaskin_lab),Skincare,Seoul,Skin treatments; microneedling; RF; airjet; English-speaking; visited 6+ times by poster,,Day 7-8,37.5665,126.978
Korea,DUNST,Shopping,Shinsegae Gangnam 5F,Trendy understated daily wear,gangnam,Day 7-8,37.4979,127.0276
Korea,Discover Seoul Pass (June promo),Transport,Seoul,"Multi-attraction pass. June promo code GENESIA-SEOULPASS for extra ₩5,000 off. Covers: Lotte World, N Seoul Tower, Nami Island, Gyeongbokgung + Hanbok, Seoul Aquarium, Realworld Seongsu.",,Flexible,37.5665,126.978
Korea,Discover Seoul Pass (code SYLVIA-SEOULPASS),Transport,Seoul,"Best tourism pass for Seoul — ₩5,000 off with code SYLVIA-SEOULPASS (valid to June 2026). Covers major attractions + transport.",,Day 1,37.5665,126.978
Korea,Double Lovers Seongsu Flagship,Shopping,Seongsu,Flagship concept store,seongsu,Day 5-6,37.5447,127.0558
Korea,Emis,Shopping,Shinsegae Gangnam 8F,Famous for stylish hats; modern women's clothing,gangnam,Day 7-8,37.4979,127.0276
Korea,Euljiro (을지로),Neighbourhood,Seoul,Walkable from Myeongdong; cool spots; mentioned as great area to stay,,Day 1-2,37.564,126.995
Korea,Fenek Hongdae Showroom,Shopping,Hongdae,Independent Korean brand showroom,hongdae,Day 3-4,37.5559,126.9231
Korea,Gangnam (강남),Neighbourhood,Seoul,Upscale area; Shinsegae Gangnam department store 5th & 8th floor for Korean fashion brands,gangnam,Day 7-8,37.4979,127.0276
Korea,Gangneung (강릉),DayTrip,Gangwon,Days 8–9 on 2-week Korea itinerary; beaches; historic homes; nature; 2 hrs from Seoul by KTX,,Day 11,37.7519,128.8762
Korea,Gentle Monster Multi-Floor Flagship,Shopping,Seoul,Multi-storey Gentle Monster concept store. @gentlemonster — get the full art installation + eyewear experience.,,Day 5-6,37.5447,127.0558
Korea,Glasses / Optical shops,Transport,Seoul (any area),Get new glasses in 10 minutes. No reservation or prescription needed. Much cheaper than home. Any optical shop works — look for them near major streets.,,Flexible,37.5665,126.978
Korea,Granhand (그랑핸드),Shopping,Hanok Village Seoul,Custom perfumery; choose scent and personalise label with your name; multiple locations; Hanok Village branch most atmospheric,,Day 5-6,37.578,126.984
Korea,Granhand Marine Orchid fragrance,Shopping,Hanok Village Seoul,Granhand Marine Orchid — specifically called out as a standout fragrance in the lineup. @granhand_official,,Day 5-6,37.578,126.984
Korea,Gwangjang Market (광장시장),Food,Seoul,Steps from a featured loft rental (LiveAnywhere); iconic traditional market,,Day 9,37.57,127.0088
Korea,Gyeongdong Market (Walking Tour with @wookeunshin),Culture,Jongno Seoul,"Walking tour of Gyeongdong market with local guide Wook Eun Shin. Authentic neighbourhood market, Korean BBQ, and real Seoul history. Much less touristy than Gwangjang.",,Flexible,37.574,127.023
Korea,Gyeongju (경주),DayTrip,North Gyeongsang,Days 10–12 on 2-week Korea itinerary; ancient temples; royal tombs; mossy paths; history,,Day 12-13,35.8562,129.2247
Korea,HATCHINGROOM Seongsu,Shopping,Seongsu,Independent Korean brand,seongsu,Day 5-6,37.5447,127.0558
Korea,Hannam (한남),Neighbourhood,Seoul,Tied for coolest neighbourhood; upscale boutiques; Citybreeze Seoul; Fucking Awesome Seoul; Mardi Mercredi,hannam,Day 5,37.534,126.994
Korea,Hanok Village (한옥마을),Culture,Seoul,Location of Granhand perfumery; winding historic streets; souvenir shopping,,Day 14,37.5779,126.9844
Korea,Hongdae (홍대),Neighbourhood,Seoul,#3 area to stay — nightlife; restaurants; ÅLAND and MUSINSA flagship stores; younger crowd,hongdae,Day 3,37.5563,126.9236
Korea,Hwangnyeongsan (황령산),DayTrip,Busan,Hwangnyeongsan Beacon 황령산봉수대 — best view in Busan; take Uber most of the way up; sunset city lights,busan,Day 10-11,35.141,129.0498
Korea,INSILENCE Seongsu Flagship,Shopping,Seongsu,Korean streetwear brand,seongsu,Day 5-6,37.5447,127.0558
Korea,Ikovo Coffee Studio,Food,Seoul,Trending café. @ikovoxcoffeestudio,,Day 3-4,37.5665,126.978
Korea,Incheon Immigration Queue Skip,Transport,Incheon,@phatlifeproject's hack to clear Incheon immigration in 15 min instead of 1–1.5hrs.,,Day 1,37.4696,126.4502
Korea,Incheon International Airport,Transport,Incheon,Take Airport Limousine bus — best way into Seoul from airport; also has Smart Pass facial recognition to skip queues,,Day 1,37.4696,126.4502
Korea,Insadong (인사동),Neighbourhood,Seoul,Shopping and cultural area; mentioned as activity in Seoul itinerary; Granhand perfumery nearby (Hanok Village),,Day 1-2,37.574,126.988
Korea,Itaewon (이태원),Neighbourhood,Seoul,Expat-friendly area; Citybreeze Seoul Flagship; Fucking Awesome Seoul; Mardi Mercredi,,Flexible,37.534,126.994
Korea,Jeju (제주),DayTrip,Jeju,Mentioned as alternative itinerary stop; dreamy beach houses via LiveAnywhere platform,jeju,Day 12-13,33.4996,126.5312
Korea,Jeju Coastal Itinerary,DayTrip,Jeju,"Hidden coastlines, dreamy cafes, volcanic views. Designed around the parts of Jeju that feel unreal.",jeju,Flexible,33.4996,126.5312
Korea,Jeju Hiking Trail,DayTrip,Jeju,Essential Jeju outdoor activity — volcanic hiking. Add this to any Jeju itinerary.,jeju,Flexible,33.4996,126.5312
Korea,Jeju — Full Guide (@jun_hanok),DayTrip,Jeju,"Deep dive Jeju guide: stay in Aewol (west, sunset side) or Hallim/Hyeopjae (beach, quieter). Hike Hallasan, sea kayak Hamdeok, drive the Olle Trail.",jeju,Flexible,33.4996,126.5312
Korea,Jeju — Waterfalls & Highlights,DayTrip,Jeju,"Oeadolgae Rock, Cheonjiyeon & Jeongbang Waterfalls in Seogwipo, Daepo Jusangjeolli Cliff, Camellia Hill Botanical Garden, Seongsan Ilchulbong sunrise peak.",jeju,Flexible,33.4996,126.5312
Korea,Jjimjilbang Tip — Modern Busan,Skincare,Busan,@anj.mejia_ — jjimjilbang described as the most therapeutic thing. Modern version in Busan recommended over traditional. Search 찜질방 in Naver Maps when in Busan.,busan,Day 10-11,35.1796,129.0756
Korea,Joa Pilates (@joapilates),Skincare,Seoul,Ear seeding / ear therapy treatment; book via IG DM; uses @byava products,,Day 7-8,37.5665,126.978
Korea,Jongno (종로),Neighbourhood,Seoul,#1 area to stay for first-timers — real Korea vibe; transit hub; historic,,Day 1-2,37.57,126.9782
Korea,Joygryson,Shopping,Shinsegae Gangnam 5F,Simple chic women's workwear,gangnam,Day 7-8,37.4979,127.0276
Korea,Korea Apps Guide,Transport,Seoul,"@haeinholi's guide to apps you actually need in Korea. Key tip: get an eSIM with a Korean phone number — needed for food delivery apps, restaurant waitlists, and booking confirmations.",,Day 1,37.5665,126.978
Korea,Korea Bakery World Cup Winner's Bakery,Food,Daejeon,Bakery run by team leader of Korea's Bakery World Cup winning team. Incredible textures and flavours. Worth a day trip from Seoul.,,Day 10 (day trip),36.3504,127.3845
Korea,Korean Pantry Souvenirs,Shopping,Supermarkets across Seoul,"Must-buy: Sesame oil (참기름), rice syrup (조청), plum extract (매실청), coin broth (코인육수). Available at E-mart / Lotte Mart / Homeplus. Premium versions at department stores and traditional markets.",,Day 14,37.5665,126.978
Korea,Korean Travel Apps,Transport,Seoul,"Apps that actually work for navigating Korea: covers transport, maps, translation tools.",,Day 1,37.5665,126.978
Korea,Leedorim Seoul,Food,Seoul,Trending café. @leedorim.seoul,,Day 3-4,37.5665,126.978
Korea,LiveAnywhere Korea (@liveanywhere.korea),Accommodation,Nationwide (Seoul + Jeju),Short-term rental app for stays 1 week+; loft near Gwangjang Market featured; also Jeju beach houses,jeju,Day 12-13,37.5665,126.978
Korea,Lookast,Shopping,Shinsegae Gangnam 8F,Street and modern mix; younger crowd,gangnam,Day 7-8,37.4979,127.0276
Korea,MUSINSA EMPTY Seongsu,Shopping,Seongsu,Curated MUSINSA concept space,seongsu,Day 5-6,37.5447,127.0558
Korea,Maison Loeuvre,Shopping,Shinsegae Gangnam 5F,Most famous Korean bag brand; minimal and elegant,gangnam,Day 7-8,37.4979,127.0276
Korea,Manhwa-bang / Comic Book Café,Culture,Seoul (near subway stations),"Private pods with curtains, blankets, pillows, leg massagers. Order ramyeon/tteokbokki to your pod. ~₩3,000–4,000/hr. Chains: Nolsoop (놀숲) and Beoltoon (벌툰). Package deal = 1hr + drink best value.",,Flexible,37.5665,126.978
Korea,Mardi Mercredi (Gangnam),Shopping,Shinsegae Gangnam 8F,Casual creative standout designs,gangnam,Day 7-8,37.4979,127.0276
Korea,Mardi Mercredi (Hannam),Shopping,Hannam,Casual creative Korean brand; also in Shinsegae Gangnam,hannam,Day 5-6,37.534,126.994
Korea,Mijainseoul Naver Map,Culture,Seoul (citywide),"Curated Naver Map of ALL Mija's Seoul recommendations — restaurants, spas, shops. Direct link: naver.me/FNtroVSQ",,Flexible,37.5665,126.978
Korea,Miseki Seoul,Shopping,Seoul,Korean designer boutique,,Flexible,37.5665,126.978
Korea,Myeongdong (명동),Neighbourhood,Seoul,#2 area to stay — safe for night walks; street food; L7 Hotel rooftop; airport bus stop; close to Namdaemun market,,Day 1-2,37.5631,126.9858
Korea,NOMANUAL Flagship Store,Shopping,Seongsu,Elevated Korean streetwear; highly rated by poster,seongsu,Day 5-6,37.5447,127.0558
Korea,NOT4NERD Seongsu Flagship,Shopping,Seongsu,Eyewear and accessories brand,seongsu,Day 5-6,37.5447,127.0558
Korea,Nami Island (남이섬),DayTrip,Gyeonggi,Bookable day trip via Klook,,Day 9 (day trip),37.7913,127.5139
Korea,Namsan,Culture,Seoul,Close to featured rental loft; mentioned as central landmark,,Flexible,37.5513,126.9882
Korea,ODLYWORKSHOP,Shopping,Seoul,Independent workshop concept store,,Flexible,37.5665,126.978
Korea,Optima Wellness Museum Pharmacy (@owm.pharm.official),Skincare,Gangnam area,Near Gangnam; pharmacy-style skincare treatments,gangnam,Day 7,37.5004,127.0246
Korea,RAWROW Worldwide Seoul,Shopping,Seongsu,Bag and accessories brand,seongsu,Day 5-6,37.5447,127.0558
Korea,Recto,Shopping,Shinsegae Gangnam 8F,Sleek office and casual unisex,gangnam,Day 7-8,37.4979,127.0276
Korea,Relieve Clinic (릴리브 클리닉),Skincare,Seoul,Acne/breakout treatment clinic. @relieve_clinic_ — 3rd visit review = genuine use. Bundle treatment for active breakouts.,,Day 7-8,37.5665,126.978
Korea,Rest & Recreation Seongsu,Shopping,Seongsu,Streetwear concept store,seongsu,Day 5-6,37.5447,127.0558
Korea,Rockfish,Shopping,Shinsegae Gangnam 8F,Trendy accessories and casual wear,gangnam,Day 7-8,37.4979,127.0276
Korea,Roman & You Seongsu (로맨드유),Shopping,Seongsu Seoul,Roman&You makeup brand's pop-up Pink Office in Seongsu. @romandyou — worth a visit if the pop-up is running.,seongsu,Day 5-6,37.5447,127.0558
Korea,Roofcat Cat Café (루프캣),Culture,Hongdae Seoul,Cat café in Hongdae. Admission includes unlimited self-serve tea and coffee. Snacks available to feed cats. @roofcatme_hongdae,hongdae,Day 3-4,37.5559,126.9231
Korea,Révdou (레브두),Food,Seoul,Moon croissant — multi-layer vanilla tahiti cream croissant; very popular,,Flexible,37.5665,126.978
Korea,Salt Bread (소금빵) — Jayeondo,Food,Seoul,"The real salt bread — buttery and crisp, nothing like the name implies. Jayeondo Sogeumppang (자연도소금빵) is the original. Will ruin you for other bread.",,Flexible,37.5665,126.978
Korea,Sandbeige,Shopping,Shinsegae Gangnam 8F,Soft tones; minimal aesthetics; great basics,gangnam,Day 7-8,37.4979,127.0276
Korea,Scooper Gelato (스쿠퍼젤라또),Food,Seoul,Top trending café on Korean social media. @scooper_gelato,,Day 3-4,37.5665,126.978
Korea,Seongsu (성수),Neighbourhood,Seoul,Coolest neighbourhood in Seoul (tied with Hannam & Yeonam); packed with concept stores and flagship boutiques,seongsu,Day 5,37.5447,127.0558
Korea,Seoul Cafe Circuit (@minywander),Culture,Seoul,6 curated cafes worth visiting in Seoul — all vetted by a regular visitor.,,Flexible,37.5665,126.978
Korea,Seoul Day Trips Planning Guide,DayTrip,Seoul,Key insight: plan day trips by distance and transit time or you'll waste hours. Framework for adding the right trips without over-scheduling.,,Flexible,37.5665,126.978
Korea,Seoul Menswear Shopping Circuit (@rogerwh0),Shopping,Seoul,Best men's clothing spots in Seoul according to @rogerwh0 — includes Llege Official among others.,,Flexible,37.5665,126.978
Korea,Seoul Vinyl Bar Circuit (@riyaplam),Culture,Seoul,"Bars that play vinyl records or have DJs: Silly Aperitivo, Osem Seoul, Culsec Seoul, Nega Iso, Hills and Europa, FFF Samgakji.",,Evenings,37.5665,126.978
Korea,Seoulistique Skin (@seoulistique.skin),Skincare,Aeogae (애오개),Skin analysis + 8-step Astrodome facial; glowing results; book via DM,,Day 7-8,37.55,126.96
Korea,Shinsegae Gangnam,Shopping,Gangnam,5th & 8th floors have 15 Korean fashion brands local Seoulites shop at instead of Myeongdong,gangnam,Day 7-8,37.4979,127.0276
Korea,Sinchon (신촌),Neighbourhood,Seoul,Near Hongdae; cheaper food and great bars; recommended as underrated area,,Day 4 (night),37.5596,126.9368
Korea,Skip Myeongdong,Culture,Myeongdong Seoul,"You will simply never catch them in Myeongdong again — skip it, spend that time elsewhere.",,Flexible,37.5631,126.9858
Korea,Sokcho (속초),DayTrip,Gangwon,Days 6–7 on 2-week Korea itinerary; coastal city near Seoraksan,,Day 10,38.207,128.5918
Korea,TETO Objet Seongsu,Shopping,Seongsu,Lifestyle and objet concept store,seongsu,Day 5-6,37.5447,127.0558
Korea,THREE TO EIGHTY,Shopping,Seongsu,Korean designer multi-brand,seongsu,Day 5-6,37.5447,127.0558
Korea,TREEMINGBIRD Seongsu Store,Shopping,Seongsu,Korean casual brand,seongsu,Day 5-6,37.5447,127.0558
Korea,Tamburins Flagship Seongsu,Shopping,Seongsu Seoul,Korean fragrance + beauty brand flagship. 📍316-7 Seongsu-dong 2(i)-ga Seongdong-gu Seoul.,seongsu,Day 5-6,37.5447,127.0558
Korea,Tennat,Shopping,Shinsegae Gangnam 5F,Modern sleek bag brand,gangnam,Day 7-8,37.4979,127.0276
Korea,The Truffle Bakery (더트러플베이커리),Food,Seoul,Tissue bread — peel-apart crispy outside fluffy inside,,Flexible,37.5665,126.978
Korea,Till.idie,Shopping,Shinsegae Gangnam 8F,Hip streetwear; hoodies and tees a must,gangnam,Day 7-8,37.4979,127.0276
Korea,Umer,Shopping,Shinsegae Gangnam 5F,Minimal stylish women's clothing,gangnam,Day 7-8,37.4979,127.0276
Korea,Weave Living — Weave Suite Seoyu Parkside,Accommodation,Seoyu (선유),Premium serviced apartment; steps from Seoyu Station; Han River terrace view; co-working space; yoga studio; golf range; weekly housekeeping,,Day 1,37.531,126.8961
Korea,Weave Suites Sunyu Parkside,Accommodation,Seoyu Seoul,Confirmed great stay. @weave_suites via @liveanywhere.korea @liveanywhere.me. Serviced apartment with Han River views.,,Day 1,37.531,126.8961
Korea,Worksout,Shopping,Apgujeong,Streetwear store in Apgujeong — recommended in comments,,Day 7-8,37.527,127.0286
Korea,Yeonam (연남),Neighbourhood,Seoul,Tied for coolest neighbourhood — quieter alternative to Hongdae; cafés and local restaurants,,Day 3,37.565,126.927
Korea,Yonsei Pain Clinic (연세안통증클리닉),Skincare,Seoul,"@yonseian.painclinic — ANS test, X-ray, 3D AI posture analysis, massage/physical therapy. Multiple saves pointing here. Specialists in back/neck pain. Reached out to creators for sponsored reviews but",,Day 7-8,37.5575,126.9368
Korea,thisisneverthat Seongsu Flagship,Shopping,Seongsu,Korean streetwear — top brand discovered in Korea per comments,seongsu,Day 5-6,37.5447,127.0558
Korea,라스트춘선 홍대 (Last Chunseon Hongdae),Culture,Hongdae Seoul,Bar in Hongdae. @lastchunsun_hongdae — in @shoutoutluka's verified Seoul nightlife list.,hongdae,Day 4 (night),37.5559,126.9231
Korea,숲속한방랜드 (Forest Korean Bath),Culture,Sinchon Seoul,Outdoor charcoal sauna near Sinchon. Search 찜질방 in Naver Maps for nearest location.,,Day 3-4,37.5596,126.9368
Korea,신사형통정형외과 Sinsa Hyeong Tong Clinic,Skincare,Sinsa Gangnam Seoul,"X-ray, body scan on treadmill, posture/balance analysis, back and neck treatment. Used by @reikim.artist who returns annually for back treatment post-childbirth.",gangnam,Day 7,37.5171,127.021
Korea,Yonsei AN Pain Clinic (Back/Spine),Skincare,Seoul,"Manual massage therapy + physical therapy for chronic back pain. @yonseian.painclinic reached out to creator @jiragn — placebo or not, she felt better. Worth checking out for injury rehab.","clinic,back pain,physical therapy,wellness",Flexible,37.5575,126.9368
Korea,Seoul Donut Spot,Food,Seoul,Creator @bridgetteugarte called this one of the best bites of her life. Exact location unclear from caption — search the creator's page for the pin.,"donuts,must eat,seoul",Flexible,37.5665,126.978
Korea,Namdaemun Market — Shopping Guide,Shopping,Namdaemun Seoul,"Korea travel tips for non-K-pop fans: kitchenware market (unique pottery at wholesale), baby/kids fashion street from Hoehyeon Station Exit 6, fashion accessories wholesale. Most street shops in Korea source from here. @mijainseoul's guide.","namdaemun,market,wholesale,kitchenware,fashion accessories",Flexible,37.5589,126.9778
Korea,Seoul Shopping Neighbourhoods — @kaynamiee,Shopping,Seoul,"Three neighbourhoods worth returning to: Hannam-dong (uptown Hannam = quieter, curated, wander-worthy), Seongsu-dong (go even if crowded — new places keep opening), and a third. @kaynamiee's personal list.","shopping,hannam,seongsu,neighbourhood guide",Flexible,37.534,126.994
Korea,Seoul Hot Spots — One-Sentence Guide,Culture,Seoul,@karenyuu_ summarizes every major Seoul area in one sentence each. Good orientation resource for first-timers.,"guide,areas,overview,seoul",Flexible,37.515,127.0165
Korea,Korea Travel Tips — Chungmuro & Gangnam (@dianainseoul),Culture,Yeonam Seoul,Practical Korea travel tips from @dianainseoul — covers Chungmuro and Gangnam Unni area.,"tips,chungmuro,gangnam,practical",Flexible,37.5595,126.9248
Korea,Always August Cafe (alwaysau8ust),Food,Seoul,Cozy cafe popular for all-day hangouts. Creator @nadiaxcoffee spends all day and night here. Tag: @alwaysau8ust on Instagram.,"cafe,all-day,seoul",Flexible,37.5665,126.978
Korea,AK Plaza Hongdae — Anime Shopping,Shopping,Hongdae Seoul,"Multi-floor anime shopping destination in Hongdae — Animate, character stores, official collabs. Good spot for One Piece, K-anime merch. @_themayway_ recommendation.","anime,hongdae,shopping,character goods",Flexible,37.5559,126.9231
Korea,thisisneverthat Hongdae Flagship,Shopping,Hongdae Seoul,"thisisneverthat flagship in Hongdae — Mapo-gu, Jandari-ro 32, 1층 101호. @elysnapshot calls it a must-visit for Seoul shopping.","thisisneverthat,korean brand,hongdae,flagship",Flexible,37.5559,126.9231
Korea,Gangnam Square Pharmacy (강남스퀘어약국),Skincare,Gangnam Seoul,Gangnam's #1 pharmacy right in front of Gangnam Station. @mijainseoul's pharmacy shopping recommendation for non-K-pop travellers. @gangnampharm_en on Instagram.,"pharmacy,gangnam,skincare,k-beauty",Flexible,37.4964,127.0284
Korea,Duna Clinic — Posture & Tech Neck (Seongsu),Skincare,Seongsu Seoul,Posture correction treatment focused on relieving tech neck and upper back tension. Creator @kushin felt results immediately. @dunaclinicglobal on Instagram.,"clinic,posture,tech neck,seongsu,wellness",Flexible,37.5447,127.0558
Korea,Moclock Hair & Scalp Clinic (Gangnam),Skincare,Gangnam Seoul,Top-rated hair loss and scalp care clinic in Gangnam. @dreamlvrr3 calls it one of the best services she's had in Korea. @moclock_gangnam on Instagram.,"hair loss,scalp care,gangnam,clinic",Flexible,37.515,127.0165
Korea,"Essential Korea Apps — NaverMaps, Kuli Kuli, Kakao T",Transport,Seoul,"3 apps that make Korea trips smooth: 1. Naver Maps (not Google/Apple), 2. Kuli Kuli for translating menus/handwritten notes in original format, 3. Kakao T for taxis. @actuallydamy guide.","apps,tip,naver,kakao,translation",Day 1,37.5665,126.978
Korea,Korean Pharmacy K-Beauty Shopping Guide (@nathan.wu),Skincare,Seoul,Pharmacy school grad @nathan.wu's evidence-based picks for Korean medications and K-beauty products worth buying. Tested and vetted list — not just hype.,"pharmacy,k-beauty,evidence-based,skincare",Flexible,37.5665,126.978
Korea,Unni App — Korea Clinic Booking,Transport,Seoul,App for safely booking Korean clinics — helps avoid 'shadow doctors'. @mayaya.kimmm recommends downloading before your trip for verified clinic listings.,"unni,app,clinic booking,safety,tip",Day 1,37.5665,126.978
Korea,Climate Card — Unlimited Seoul Public Transit,Transport,Seoul,Climate Card gives unlimited public transport for the duration of your stay. Use Naver or Kakao Maps (not Google). @phatlifeproject tip for first timers.,"transport,climate card,tip,public transit,first timer",Day 1,37.5665,126.978
Korea,Skip Airbnb Korea — Use Local Alternatives,Accommodation,Seoul,"Many Korean Airbnb listings are technically illegal under local regulations, which can cause trip problems. Use Korea-specific accommodation platforms instead. @marykayinmyeongdong explains.","accommodation,tip,airbnb,warning",Flexible,37.5665,126.978
Korea,Baemin — Korea Food Delivery App,Transport,Seoul,Use Baemin app for food delivery in your accommodation — live your K-variety mukbang dreams. @iwantalmonds has a 2-part tutorial pinned on their profile. Game changer for rainy days.,"baemin,food delivery,app,tip,rainy day",Flexible,37.5665,126.978
Korea,KakaoTalk & Korea App Stack,Transport,Seoul,"Essential Korea app stack: KakaoTalk (all reservations/confirmations come here, not WhatsApp), Naver Maps (not Google), Kakao T (not Uber for ridesharing). @mijainseoul's tip — Korea runs on these.","kakao,kakaotalk,apps,tip,transport",Day 1,37.5665,126.978
Korea,Seoul Neighbourhood Guide — Where to Stay,Neighbourhood,Seoul,"Top neighbourhood recs from @madeinkorea_____: also considers Yeonhui-dong, Yeonnam-dong, Yeouido as alternatives to the main options.","neighbourhood,where to stay,yeonhui,yeonnam,yeouido",Flexible,37.5665,126.978
