Country,Place Name,Category,Neighbourhood / City,Description / Notes,Tags,Day,Lat,Lng
Korea,Apgujeong Sanghoe (압구정상회),Food,Apgujeong Seoul,"Fried chicken restaurant called the best thing @jasmineeleong had in Seoul. Address visible in video: 655-2 Sinsa-dong, Gangnam-gu, Seoul. Serves crispy fried chicken with dipping sauces. ""23kg checked luggage of fried chicken"" according to a comme","fried chicken,apgujeong,must eat,gangnam",Flexible,37.527,127.0286
Korea,Gukjaejeonja Center (국제전자센타) — Anime Shopping,Shopping,Seoul,"Hidden gem for serious anime shopping in Seoul — floors of figures, gacha machines, collectibles. The kind of finds you'll wish you packed an extra suitcase for. @_themayway_ recommendation alongside AK Plaza Hongdae.","anime,figures,gacha,collectibles,hidden gem",Flexible,37.5665,126.978
Korea,JW Marriott Seoul (Dongdaemun),Accommodation,Dongdaemun Seoul,"@madeinkorea_____ hotel rec for staying near Insadong. Central to Gyeongbokgung, Cheonggyecheon, Samcheongdong, Anguk, Ikseondong, Jogyesa Temple. Hyundai Dept Store, Shinsegae, The Galleria, COEX all accessible.","hotel,accommodation,insadong,central,jw marriott",Flexible,37.5675,127.0092
Korea,Josun Palace Seoul Gangnam,Accommodation,Gangnam Seoul,@madeinkorea_____ hotel rec — luxury option for Seoul stay. Mentioned alongside JW Marriott as specific hotels for those wanting 'a little nicer' option.,"hotel,accommodation,luxury,josun,gangnam",Flexible,37.5079,127.0533
Korea,Jean Frigo,Culture,Seoul,"Secret bar you'd walk straight past — enter through a refrigerator, order through a phone booth. One of the most unexpected places in Seoul. @shannonfarhoud pick.","bar,hidden,secret bar,seoul,unique",Evenings,37.5665,126.978
Korea,Haebangchon (HBC),Neighbourhood,Haebangchon Seoul,"@itszdaniitravels' favourite neighbourhood in all of Seoul. Rooftop cafés with Namsan Tower views, jazz nights, European food, hidden bars. Sinheung Market on Sinheung-ro. Very different vibe from Hongdae/Itaewon.","neighbourhood,rooftop,jazz,hidden bars,namsan",Flexible,37.5392,126.982
Korea,Boogie Woogie (HBC Jazz Bar),Culture,Haebangchon Seoul,Jazz nights at Boogie Woogie in Haebangchon — mentioned by @itszdaniitravels as a highlight of the neighbourhood.,"jazz,bar,live music,haebangchon",Evenings,37.5392,126.982
Korea,Charlie's Grocery (HBC),Food,Haebangchon Seoul,European food finds at Charlie's Grocery in Haebangchon. Part of @itszdaniitravels' Seoul summer bucket list.,"food,european,haebangchon,grocery",Flexible,37.5392,126.982
Korea,Mil Toast House (밀토스트하우스),Food,Seoul,Café known for bread/toast — @whyidocardio posted with caption @miltoasthouse. Korean bakery-café.,"cafe,bread,toast,bakery",Flexible,37.5665,126.978
Korea,Haeundae Beach (해운대해수욕장) — Night,DayTrip,Busan,"One of the most famous beaches in Korea — beautiful at night. Grab convenience store snacks, sit by the beach. @itszdaniitravels pt.2 night list.","busan,beach,night,haeundae",Evenings,35.1587,129.1603
Korea,Gwangalli Beach (광안리해수욕장) — Night,DayTrip,Busan,Gwangalli Beach at night — iconic Busan bridge view. Part of @itszdaniitravels' '11 places to visit at night in Korea' list.,"busan,beach,night,gwangalli,bridge view",Evenings,35.1502,129.1188
Korea,Juuneedu (쥬니두),Shopping,Seoul,Korean loungewear / pyjama brand store in Seoul. @baochitravel pick.,"shopping,loungewear,pyjamas,korean brand",Flexible,37.5665,126.978
Korea,Sooa Clinic (소아 클리닉) — Yongsan,Skincare,Yongsan Seoul,"Korean traditional medicine clinic in Yongsan — tongue diagnosis to find root causes of chronic issues (neck tension, leg stiffness, fatigue). @jooiooy went for root-cause analysis rather than symptom treatment.","clinic,korean medicine,yongsan,wellness,root cause",Flexible,37.534,126.994
Korea,Mil Toast House,Food,Seoul,Fluffy steamed breads. Part of @vernahungrybanana's 3 food spots to save in Seoul.,"bread,steamed bun,bakery,seoul",Flexible,37.5665,126.978
Korea,Nohd Global Clinic (Gangnam),Skincare,Gangnam Seoul,"Personalised jaw/face slimming clinic in Gangnam — @hybeereviews chose from dozens of clinics that reached out, specifically for personalized care. @nohdglobal_official on Instagram.","clinic,jaw,face slimming,gangnam,skincare",Flexible,37.5004,127.0246
Korea,Seoul Museum of Craft Art,Culture,Jongno-gu Seoul,"#2 in @dojisook's top 5 Seoul museums. Ceramics, woodwork, traditional craft techniques. Learning how to insert metal wires (금속선 감입). Free or low entry.","museum,craft,jongno,ceramics,free",Flexible,37.5786,126.983
Korea,Seokchon Lake (석촌호수),DayTrip,Songpa Seoul,"Prettiest lake in Seoul — stunning solo or date spot. Walk around the lake then explore Lotte World Mall, Lotte Mart and Baekjegobun-ro 43-gil (wine bars, vinyl cafés). @itszdaniitravels pick.","lake,date spot,lotte world,songpa,night",Flexible,37.5072,127.1047
Korea,Baekjegobun-ro 43-gil (백제고분로43길),Culture,Songpa Seoul,"Wine bars, vinyl cafés and cosy restaurants near Seokchon Lake. Beautiful evening/night area. @itszdaniitravels' pick for after the lake walk.","wine bar,vinyl cafe,night,songpa,date spot",Evenings,37.5072,127.1047
Korea,XX2 Club — Hongdae,Culture,Hongdae Seoul,"Best club in Hongdae for old school American hip hop and R&B. @itszdaniitravels top pick — also mentions Mongs, Rollie, La Bamba.","club,nightlife,hongdae,hip hop,r&b",Evenings,37.5563,126.9236
Korea,Namsan Botanical Garden,Culture,Namsan Seoul,"One of Seoul's most underrated spots — quiet, relaxing, surrounded by nature. Perfect break from the city. Near Haebangchon.","nature,garden,underrated,namsan,quiet",Flexible,37.5497,126.9847
Korea,Mama Ethiopian Restaurant,Food,Seoul,@itszdaniitravels' favourite restaurant in Seoul — introduces Korean friends to Ethiopian food here. On the Seoul summer bucket list.,"ethiopian,food,restaurant,unique",Flexible,37.5665,126.978
Korea,Cow Tteokbokki (카우 떡볶이),Food,Seongsu / Ewha Seoul,"Huge vegan menu: vegan rose tteokbokki, vegan mala, vegan jajang, rice balls. Two branches — Ewha and Seongsu. @itszdaniitravels pick.","vegan,tteokbokki,seongsu,ewha,korean food",Flexible,37.5447,127.0558
Korea,Mangwon Market (망원시장),Food,Mangwon Seoul,"Street food, hotteok, vintage stores nearby. Browse the area and check out the basketball courts near the river. @itszdaniitravels pick.","market,street food,hotteok,vintage,mangwon",Flexible,37.556,126.9047
Korea,Seler Mari,Food,Seoul,Mushroom pesto gimbap with extra pesto sauce — @itszdaniitravels says you MUST try it. Specific dish makes this worth the visit.,"gimbap,mushroom pesto,must eat,seoul",Flexible,37.5665,126.978
Korea,Ilsan Lake Park (일산호수공원),DayTrip,Ilsan Goyang,"Huge lake, beautiful walking paths, cycling tracks, picnic spots. Check the water fountain schedule — super pretty at night. @itszdaniitravels night list.","lake,park,ilsan,night,fountain",Flexible,37.659,126.769
Korea,Yeonnam-dong Railway Path (연트럴파크),Culture,Yeonnam Seoul,"Walk from Hongdae through Yeonnam-dong — cafés, bakeries, buskers, people sitting outside. Get hotteok by Hongdae subway exit 3. AKA Yeonntral Park.","yeonnam,railway path,walk,cafes,hongdae",Flexible,37.5629,126.926
Korea,Old Railway Track — Hongdae to Sinchon,DayTrip,Sinchon Seoul,Gorgeous night walk along the old railway track connecting Hongdae to Sinchon. @itszdaniitravels calls it one of the most beautiful spots.,"walk,night,railway,sinchon,hongdae",Evenings,37.5596,126.9368
Korea,Sinchon (신촌) — Night,Culture,Sinchon Seoul,"Lively at night — skateboarding area, student energy, bars and clubs. @itszdaniitravels night list entry.","sinchon,night,skateboarding,nightlife",Evenings,37.5596,126.9368
Korea,Bolero — Itaewon,Culture,Itaewon Seoul,Super popular club in Itaewon for hip hop nights. Mentioned alongside XX2 in Hongdae as main Seoul clubbing options. @itszdaniitravels.,"club,nightlife,itaewon,hip hop",Evenings,37.534,126.994
Korea,Gwangjang Hotteok (광장 호떡),Food,Gwangjang Market Seoul,"Sugar-filled Korean pancake at Gwangjang Market — 155 reviews, recommended by @chestertravelchingu in the 1-day first-timer Seoul itinerary. Stop between Insadong/Ikseondong and dinner.","hotteok,pancake,gwangjang,street food,first timer",Flexible,37.57,127.0088
Korea,Gwanghwamun Mijin (광화문 미진),Food,Gwanghwamun Seoul,"Michelin Guide Seoul 2026, 4.39 stars, 16K reviews. Korean food near Gwanghwamun — walk-in waitlist via Tabling app. @chestertravelchingu's dinner rec on the 1-day first-timer Seoul itinerary.","michelin,korean food,gwanghwamun,must eat,2026,waitlist",Flexible,37.572,126.9768
Korea,Akiba Fukurou Owl Cafe,Culture,"Akihabara, Tokyo","Animal cafe where you can hold and interact with owls. Memorable, low-key experience in Akihabara.","animal cafe,owl,tokyo",Flexible,35.6995,139.7720
Korea,Montbell Tokyo,Shopping,Tokyo,"Japanese outdoor/hiking brand - ultra-light jackets, travel clothes, high quality gear. Local favourite, often missed by tourists.","outdoor,hiking gear,japan brand",Flexible,35.7022,139.7456
Korea,Kamishikimi Kumanoimasu Shrine,Culture,"Takamori, Kumamoto (Kyushu)","Shrine nestled in a lush forest, ~300 steps up to the Ugeto-iwa Cave at the top. Featured in the anime/film Hotarubi no Mori e. Go early on a weekday to avoid crowds, comfy shoes needed.","shrine,kyushu,anime,hiking",Flexible,32.8203,131.0628
Korea,Okinawa,DayTrip,Okinawa,"Tropical island getaway - beaches, snorkeling, island vibes. Very different pace from mainland Japan.","beach,island,tropical",Flexible,26.4271,127.8290
Korea,Mt. Yoshino,Culture,Nara,"Iconic cherry blossom mountain in Nara, perfect day trip from Osaka/Kyoto (~2hr train to Yoshino Station + uphill bus). Walk down through layers of sakura - locals do the same walk. ~4hrs at a relaxed pace.","sakura,cherry blossom,hiking,day trip",Flexible,34.3608,135.8694
Korea,Suwa Lake / Tateishi Park,DayTrip,Nagano,"Quiet, emotional, local Japan - the lake that inspired Kimi no Na Wa (Your Name). Go up to Tateishi Park at sunset, bring a snack, and just watch.","anime,lake,sunset,nagano",Flexible,36.0397,138.0989
Korea,Kusatsu Onsen,Culture,Gunma,"One of the best onsen towns in Japan - mountains, cold air, hot water, tradition everywhere. Stay at least one night and try different baths.","onsen,hot spring,gunma,relax",Flexible,36.6195,138.5969
Korea,Takachiho Gorge,DayTrip,Kyushu,"Absolutely unreal gorge - turquoise water, dramatic cliffs, mythology. One of the standout Kyushu stops.","gorge,kyushu,nature,scenic",Flexible,32.7167,131.3000
Korea,Shirakawa-go,Culture,Gifu,"UNESCO village - straight out of a fairytale in winter. Snow-covered farmhouses, quiet nights. Stay overnight if possible; once day-trippers leave it's magic.","unesco,winter,traditional village",Flexible,36.2611,136.9064
Korea,Kamikochi,DayTrip,Nagano,"Some of the best nature in Japan - crystal rivers, alpine views, fresh mountain air. Go early and walk beyond the main bridge for quieter spots.","nagano,hiking,alpine,nature",Flexible,36.2486,137.6383
Korea,Kiso Valley (Nakasendo Trail),DayTrip,Nagano,"Old Japan at its best - historic post towns (Tsumago/Magome), forests, and history you can feel walking the old Nakasendo trail.","old town,hiking,history,nagano",Flexible,35.5325,137.5836
Korea,Nishikawa Daimaru Shinsaibashi (Custom Pillow),Shopping,"Shinsaibashi, Osaka","Custom pillow service by sleep experts - full posture/sleep assessment, test different heights/materials, pillow made on the spot. ¥33,000-44,000. Book a private consultation ahead.","custom pillow,sleep,osaka,wellness",Flexible,34.6730,135.5010
Korea,Descente Tokyo,Shopping,"Harajuku, Tokyo",Japanese outerwear engineered with decades of precision - puffer jackets and technical wear. 7 min walk from Meiji-Jingumae Station exit 7.,"outerwear,japan brand,harajuku",Flexible,35.6700,139.7090
Korea,Nanga Shop Harajuku,Shopping,"Harajuku, Tokyo","Down jacket specialist, located in the WAT building near Meiji-Jingumae Station exit 7 (~6 min walk). Pairs well with a Descente visit nearby.","down jackets,harajuku,japan brand",Flexible,35.6705,139.7095
Korea,Nakano Broadway,Shopping,"Nakano, Tokyo","Treasure trove for vintage Rolex and luxury watch hunting - huge selection, English/Mandarin-speaking staff. A must for watch collectors.","vintage watches,rolex,nakano,shopping",Flexible,35.7092,139.6661
Korea,Otter Cafe Kyoto,Culture,Kyoto,"Animal cafe with otters - a fun, low-key activity to break up temple-hopping in Kyoto.","animal cafe,otter,kyoto",Flexible,35.0037,135.7717
Korea,Snow Monkey Park (Jigokudani),DayTrip,Nagano,Watch wild snow monkeys soak in hot springs - iconic Nagano day trip.,"nagano,monkeys,onsen,wildlife",Flexible,36.7042,137.8358
Korea,Omotesando,Shopping,Tokyo,Upscale fashion shopping street near Harajuku - flagship stores and coat/outerwear shopping.,"shopping street,fashion,tokyo",Flexible,35.6654,139.7126
Korea,Kyushu (region),DayTrip,Kyushu,"Two weeks here barely scratches the surface - uncrowded alternative to the main Tokyo/Kyoto/Osaka route. Cherry blossoms with no crowds, great for autumn foliage too.","region,road trip,uncrowded",Flexible,33.5963,130.3974
Korea,Eryanping Trail,DayTrip,"Alishan, Chiayi",Early 5am wake-up hiking trail - worth it for the sunrise views over Alishan.,"hiking,sunrise,chiayi,alishan",Flexible,23.4652,120.6899
Korea,Sotetsu Grand Fresa Ximen,Accommodation,"Ximen, Taipei","Japanese hotel chain right above Ximen Station (exit 2/3). Huge clean rooms, amenities bar in lobby, vacuum-wrap & luggage delivery service, water refill station each floor. Across from Ximending's attractions including The Red House.","hotel,ximen,taipei,japanese chain",Flexible,25.0418,121.5087
Korea,Qingjing Farm,DayTrip,Nantou,"""Little Switzerland"" - try local Yunnan-inspired dishes, see sheep roaming green meadows with European-style farmhouses. Pairs well with Hehuanshan.","farm,sheep,scenery,nantou",Flexible,24.0443,121.1570
Korea,Hehuanshan,DayTrip,Nantou,"Breathtaking mountain views, standing above the clouds with alpine air. Hike side trails or drive to the top. Best for sunrise - consider staying overnight nearby and renting a car for flexibility.","mountain,sunrise,hiking,nantou",Flexible,24.1419,121.2783
Korea,Taigrance,Skincare,"Da'an, Taipei",Niche Asian perfumery - fragrances inspired by familiar flavours alongside scents you won't find elsewhere. Must-visit for niche perfume fans.,"perfume,niche fragrance,taipei",Flexible,25.0330,121.5436
Korea,Alishan National Forest Recreation Area,DayTrip,Chiayi,"Misty forests, 1000+ year old cypress trees, the iconic Alishan Forest Railway, sea of clouds, and fairytale sunrise views. Entrance ~NT$300. Stay overnight to beat the crowds and get the full atmosphere - HSR to Chiayi then bus/railway, or bus direct from Chiayi Station (~2.5hrs).","forest,sunrise,railway,chiayi,cypress",Flexible,23.5109,120.8034
Korea,Zhang A Mei's Farm,Food,Yilan,Stop on a 48hr Yilan itinerary - local farm experience.,"farm,yilan",Flexible,24.6964,121.7967
Korea,Su Ao Fish Port (蘇澳漁港),Food,Yilan,Fresh sashimi lunch straight off the boats at this fishing port.,"seafood,sashimi,yilan,fish port",Flexible,24.5958,121.8581
Korea,Tofu Cape (豆腐岬),DayTrip,Yilan,Quick cliffside stop near Su'ao - distinctive tofu-block-shaped rock formations along the coast.,"cliff,coast,yilan",Flexible,24.5928,121.8589
Korea,Xingshui Black Sand Beach,DayTrip,Yilan,Black sand beach stop on the Yilan coastal route.,"beach,black sand,yilan",Flexible,24.6000,121.8300
Korea,Luodong Night Market,Food,Yilan,Popular night market to cap off a Yilan day trip.,"night market,food,yilan",Flexible,24.6775,121.7672
Korea,Bishkek,Neighbourhood,Bishkek,Capital city and great intro to Kyrgyzstan — local museums and try beshbarmak at Navat restaurant.,"capital,museums,beshbarmak,food",Flexible,42.8746,74.5698
Korea,Song-Kul Lake,DayTrip,Naryn Region,"3-4 day horseback trek — immersive nomadic experience. Loop via Kyzart: ride to lake, cold dip, yurt with log burner, back through stunning mountains. ★ top pick.","horseback,yurt stay,alpine lake,nomadic experience,★ top pick",Flexible,42.8861,74.6139
Korea,Kyzart Village,Accommodation,Naryn Region,Starting point for Song-Kul horseback treks. Multi-course lunch with lots of tea at the stables on arrival.,"yurt,trek start,horses",Flexible,41.9667,75.1167
Korea,Issyk-Kul Lake,DayTrip,Issyk-Kul Region,Kyrgyzstan's largest lake. Look out for eagle hunting demonstrations.,"lake,scenic,eagle hunting",Flexible,42.4500,77.2000
Korea,Altyn Arashan,DayTrip,Karakol / Issyk-Kul Region,Hot springs valley near Karakol — a must-visit. Often combined with Ala-Kul trek.,"hot springs,karakol,hiking,horseback",Flexible,42.4167,78.3667
Korea,Ala-Kul Lake,DayTrip,Karakol / Issyk-Kul Region,"High-altitude turquoise lake near Karakol, frequently paired with Altyn Arashan. ★ top pick.","alpine lake,trekking,karakol,★ top pick",Flexible,42.4628,78.3262
Korea,Kel-Suu Lake,DayTrip,Naryn Region (near China border),"Remote, treacherous journey — plan 3 full days. One of the most striking and least-visited alpine lakes in the country.","remote,alpine lake,multi-day,off the beaten path",Flexible,39.9667,78.1667
Japan,Akiba Fukurou Owl Cafe,Culture,"Akihabara, Tokyo","Animal cafe where you can hold and interact with owls. Memorable, low-key experience in Akihabara.","animal cafe,owl,tokyo",Flexible,35.6995,139.7720
Japan,Montbell Tokyo,Shopping,Tokyo,"Japanese outdoor/hiking brand - ultra-light jackets, travel clothes, high quality gear. Local favourite, often missed by tourists.","outdoor,hiking gear,japan brand",Flexible,35.7022,139.7456
Japan,Kamishikimi Kumanoimasu Shrine,Culture,"Takamori, Kumamoto (Kyushu)","Shrine nestled in a lush forest, ~300 steps up to the Ugeto-iwa Cave at the top. Featured in the anime/film Hotarubi no Mori e. Go early on a weekday to avoid crowds, comfy shoes needed.","shrine,kyushu,anime,hiking",Flexible,32.8203,131.0628
Japan,Okinawa,DayTrip,Okinawa,"Tropical island getaway - beaches, snorkeling, island vibes. Very different pace from mainland Japan.","beach,island,tropical",Flexible,26.4271,127.8290
Japan,Mt. Yoshino,Culture,Nara,"Iconic cherry blossom mountain in Nara, perfect day trip from Osaka/Kyoto (~2hr train to Yoshino Station + uphill bus). Walk down through layers of sakura - locals do the same walk. ~4hrs at a relaxed pace.","sakura,cherry blossom,hiking,day trip",Flexible,34.3608,135.8694
Japan,Suwa Lake / Tateishi Park,DayTrip,Nagano,"Quiet, emotional, local Japan - the lake that inspired Kimi no Na Wa (Your Name). Go up to Tateishi Park at sunset, bring a snack, and just watch.","anime,lake,sunset,nagano",Flexible,36.0397,138.0989
Japan,Kusatsu Onsen,Culture,Gunma,"One of the best onsen towns in Japan - mountains, cold air, hot water, tradition everywhere. Stay at least one night and try different baths.","onsen,hot spring,gunma,relax",Flexible,36.6195,138.5969
Japan,Takachiho Gorge,DayTrip,Kyushu,"Absolutely unreal gorge - turquoise water, dramatic cliffs, mythology. One of the standout Kyushu stops.","gorge,kyushu,nature,scenic",Flexible,32.7167,131.3000
Japan,Shirakawa-go,Culture,Gifu,"UNESCO village - straight out of a fairytale in winter. Snow-covered farmhouses, quiet nights. Stay overnight if possible; once day-trippers leave it's magic.","unesco,winter,traditional village",Flexible,36.2611,136.9064
Japan,Kamikochi,DayTrip,Nagano,"Some of the best nature in Japan - crystal rivers, alpine views, fresh mountain air. Go early and walk beyond the main bridge for quieter spots.","nagano,hiking,alpine,nature",Flexible,36.2486,137.6383
Japan,Kiso Valley (Nakasendo Trail),DayTrip,Nagano,"Old Japan at its best - historic post towns (Tsumago/Magome), forests, and history you can feel walking the old Nakasendo trail.","old town,hiking,history,nagano",Flexible,35.5325,137.5836
Japan,Nishikawa Daimaru Shinsaibashi (Custom Pillow),Shopping,"Shinsaibashi, Osaka","Custom pillow service by sleep experts - full posture/sleep assessment, test different heights/materials, pillow made on the spot. ¥33,000-44,000. Book a private consultation ahead.","custom pillow,sleep,osaka,wellness",Flexible,34.6730,135.5010
Japan,Descente Tokyo,Shopping,"Harajuku, Tokyo",Japanese outerwear engineered with decades of precision - puffer jackets and technical wear. 7 min walk from Meiji-Jingumae Station exit 7.,"outerwear,japan brand,harajuku",Flexible,35.6700,139.7090
Japan,Nanga Shop Harajuku,Shopping,"Harajuku, Tokyo","Down jacket specialist, located in the WAT building near Meiji-Jingumae Station exit 7 (~6 min walk). Pairs well with a Descente visit nearby.","down jackets,harajuku,japan brand",Flexible,35.6705,139.7095
Japan,Nakano Broadway,Shopping,"Nakano, Tokyo","Treasure trove for vintage Rolex and luxury watch hunting - huge selection, English/Mandarin-speaking staff. A must for watch collectors.","vintage watches,rolex,nakano,shopping",Flexible,35.7092,139.6661
Japan,Otter Cafe Kyoto,Culture,Kyoto,"Animal cafe with otters - a fun, low-key activity to break up temple-hopping in Kyoto.","animal cafe,otter,kyoto",Flexible,35.0037,135.7717
Japan,Snow Monkey Park (Jigokudani),DayTrip,Nagano,Watch wild snow monkeys soak in hot springs - iconic Nagano day trip.,"nagano,monkeys,onsen,wildlife",Flexible,36.7042,137.8358
Japan,Omotesando,Shopping,Tokyo,Upscale fashion shopping street near Harajuku - flagship stores and coat/outerwear shopping.,"shopping street,fashion,tokyo",Flexible,35.6654,139.7126
Japan,Kyushu (region),DayTrip,Kyushu,"Two weeks here barely scratches the surface - uncrowded alternative to the main Tokyo/Kyoto/Osaka route. Cherry blossoms with no crowds, great for autumn foliage too.","region,road trip,uncrowded",Flexible,33.5963,130.3974
Taiwan,Eryanping Trail,DayTrip,"Alishan, Chiayi",Early 5am wake-up hiking trail - worth it for the sunrise views over Alishan.,"hiking,sunrise,chiayi,alishan",Flexible,23.4652,120.6899
Taiwan,Sotetsu Grand Fresa Ximen,Accommodation,"Ximen, Taipei","Japanese hotel chain right above Ximen Station (exit 2/3). Huge clean rooms, amenities bar in lobby, vacuum-wrap & luggage delivery service, water refill station each floor. Across from Ximending's attractions including The Red House.","hotel,ximen,taipei,japanese chain",Flexible,25.0418,121.5087
Taiwan,Qingjing Farm,DayTrip,Nantou,"""Little Switzerland"" - try local Yunnan-inspired dishes, see sheep roaming green meadows with European-style farmhouses. Pairs well with Hehuanshan.","farm,sheep,scenery,nantou",Flexible,24.0443,121.1570
Taiwan,Hehuanshan,DayTrip,Nantou,"Breathtaking mountain views, standing above the clouds with alpine air. Hike side trails or drive to the top. Best for sunrise - consider staying overnight nearby and renting a car for flexibility.","mountain,sunrise,hiking,nantou",Flexible,24.1419,121.2783
Taiwan,Taigrance,Skincare,"Da'an, Taipei",Niche Asian perfumery - fragrances inspired by familiar flavours alongside scents you won't find elsewhere. Must-visit for niche perfume fans.,"perfume,niche fragrance,taipei",Flexible,25.0330,121.5436
Taiwan,Alishan National Forest Recreation Area,DayTrip,Chiayi,"Misty forests, 1000+ year old cypress trees, the iconic Alishan Forest Railway, sea of clouds, and fairytale sunrise views. Entrance ~NT$300. Stay overnight to beat the crowds and get the full atmosphere - HSR to Chiayi then bus/railway, or bus direct from Chiayi Station (~2.5hrs).","forest,sunrise,railway,chiayi,cypress",Flexible,23.5109,120.8034
Taiwan,Zhang A Mei's Farm,Food,Yilan,Stop on a 48hr Yilan itinerary - local farm experience.,"farm,yilan",Flexible,24.6964,121.7967
Taiwan,Su Ao Fish Port (蘇澳漁港),Food,Yilan,Fresh sashimi lunch straight off the boats at this fishing port.,"seafood,sashimi,yilan,fish port",Flexible,24.5958,121.8581
Taiwan,Tofu Cape (豆腐岬),DayTrip,Yilan,Quick cliffside stop near Su'ao - distinctive tofu-block-shaped rock formations along the coast.,"cliff,coast,yilan",Flexible,24.5928,121.8589
Taiwan,Xingshui Black Sand Beach,DayTrip,Yilan,Black sand beach stop on the Yilan coastal route.,"beach,black sand,yilan",Flexible,24.6000,121.8300
Taiwan,Luodong Night Market,Food,Yilan,Popular night market to cap off a Yilan day trip.,"night market,food,yilan",Flexible,24.6775,121.7672
Kyrgyzstan,Bishkek,Neighbourhood,Bishkek,Capital city and great intro to Kyrgyzstan — local museums and try beshbarmak at Navat restaurant.,"capital,museums,beshbarmak,food",Flexible,42.8746,74.5698
Kyrgyzstan,Song-Kul Lake,DayTrip,Naryn Region,"3-4 day horseback trek — immersive nomadic experience. Loop via Kyzart: ride to lake, cold dip, yurt with log burner, back through stunning mountains. ★ top pick.","horseback,yurt stay,alpine lake,nomadic experience,★ top pick",Flexible,42.8861,74.6139
Kyrgyzstan,Kyzart Village,Accommodation,Naryn Region,Starting point for Song-Kul horseback treks. Multi-course lunch with lots of tea at the stables on arrival.,"yurt,trek start,horses",Flexible,41.9667,75.1167
Kyrgyzstan,Issyk-Kul Lake,DayTrip,Issyk-Kul Region,Kyrgyzstan's largest lake. Look out for eagle hunting demonstrations.,"lake,scenic,eagle hunting",Flexible,42.4500,77.2000
Kyrgyzstan,Altyn Arashan,DayTrip,Karakol / Issyk-Kul Region,Hot springs valley near Karakol — a must-visit. Often combined with Ala-Kul trek.,"hot springs,karakol,hiking,horseback",Flexible,42.4167,78.3667
Kyrgyzstan,Ala-Kul Lake,DayTrip,Karakol / Issyk-Kul Region,"High-altitude turquoise lake near Karakol, frequently paired with Altyn Arashan. ★ top pick.","alpine lake,trekking,karakol,★ top pick",Flexible,42.4628,78.3262
Kyrgyzstan,Kel-Suu Lake,DayTrip,Naryn Region (near China border),"Remote, treacherous journey — plan 3 full days. One of the most striking and least-visited alpine lakes in the country.","remote,alpine lake,multi-day,off the beaten path",Flexible,39.9667,78.1667
